file,true_label,predicted
LJ007-0108.wav,0,0
LJ007-0110.wav,0,0
LJ007-0115.wav,0,0
LJ007-0130.wav,0,0
LJ007-0133.wav,0,0
LJ007-0155.wav,0,0
LJ007-0156.wav,0,0
LJ007-0166.wav,0,0
LJ007-0183.wav,0,0
LJ007-0189.wav,0,0
LJ007-0196.wav,0,0
LJ008-0030.wav,0,0
LJ008-0044.wav,0,0
LJ008-0048.wav,0,0
LJ008-0109.wav,0,0
LJ008-0115.wav,0,0
LJ008-0137.wav,0,0
LJ008-0153.wav,0,0
LJ008-0175.wav,0,0
LJ008-0193.wav,0,0
LJ008-0205.wav,0,0
LJ008-0229.wav,0,0
LJ008-0246.wav,0,0
LJ008-0269.wav,0,0
LJ008-0282.wav,0,0
LJ008-0289.wav,0,0
LJ008-0313.wav,0,0
LJ008-0319.wav,0,0
LJ009-0030.wav,0,0
LJ009-0118.wav,0,0
LJ009-0120.wav,0,0
LJ009-0158.wav,0,0
LJ009-0176.wav,0,0
LJ009-0223.wav,0,0
LJ009-0253.wav,0,0
LJ009-0272.wav,0,0
LJ009-0301.wav,0,0
LJ010-0021.wav,0,0
LJ010-0057.wav,0,0
LJ010-0061.wav,0,0
LJ010-0091.wav,0,0
LJ010-0130.wav,0,0
LJ010-0137.wav,0,0
LJ010-0176.wav,0,0
LJ010-0188.wav,0,0
LJ010-0211.wav,0,0
LJ010-0230.wav,0,0
LJ010-0270.wav,0,0
LJ010-0295.wav,0,0
LJ010-0305.wav,0,0
LJ010-0311.wav,0,0
LJ011-0003.wav,0,0
LJ011-0039.wav,0,0
LJ011-0064.wav,0,0
LJ011-0099.wav,0,0
LJ011-0134.wav,0,0
LJ011-0174.wav,0,0
LJ011-0216.wav,0,0
LJ011-0232.wav,0,0
LJ011-0245.wav,0,0
LJ011-0267.wav,0,0
LJ011-0268.wav,0,0
LJ011-0289.wav,0,0
LJ011-0293.wav,0,0
LJ012-0008.wav,0,0
LJ012-0044.wav,0,0
LJ012-0050.wav,0,0
LJ012-0057.wav,0,0
LJ012-0073.wav,0,0
LJ012-0086.wav,0,0
LJ012-0102.wav,0,0
LJ012-0124.wav,0,0
LJ012-0164.wav,0,0
LJ012-0171.wav,0,0
LJ012-0184.wav,0,0
LJ012-0194.wav,0,0
LJ012-0212.wav,0,0
LJ012-0256.wav,0,0
LJ012-0271.wav,0,0
LJ012-0286.wav,0,0
LJ012-0296.wav,0,0
LJ013-0002.wav,0,0
LJ013-0090.wav,0,0
LJ013-0098.wav,0,0
LJ013-0148.wav,0,1
LJ013-0194.wav,0,0
LJ013-0212.wav,0,0
LJ014-0018.wav,0,0
LJ014-0029.wav,0,0
LJ014-0063.wav,0,0
LJ014-0100.wav,0,0
LJ014-0147.wav,0,0
LJ014-0169.wav,0,0
LJ014-0205.wav,0,0
LJ014-0227.wav,0,0
LJ014-0257.wav,0,0
LJ014-0298.wav,0,0
LJ014-0307.wav,0,0
LJ014-0311.wav,0,0
LJ015-0022.wav,0,0
LJ015-0126.wav,0,0
LJ015-0139.wav,0,0
LJ015-0150.wav,0,0
LJ015-0153.wav,0,0
LJ015-0156.wav,0,0
LJ015-0187.wav,0,0
LJ015-0216.wav,0,0
LJ015-0237.wav,0,1
LJ015-0274.wav,0,0
LJ015-0291.wav,0,0
LJ016-0010.wav,0,0
LJ016-0012.wav,0,0
LJ016-0077.wav,0,0
LJ016-0114.wav,0,0
LJ016-0122.wav,0,0
LJ016-0138.wav,0,1
LJ016-0159.wav,0,0
LJ016-0175.wav,0,0
LJ016-0188.wav,0,0
LJ016-0233.wav,0,1
LJ016-0279.wav,0,0
LJ016-0329.wav,0,0
LJ016-0333.wav,0,0
LJ016-0355.wav,0,0
LJ016-0369.wav,0,0
LJ016-0389.wav,0,0
LJ016-0410.wav,0,0
LJ017-0012.wav,0,0
LJ017-0038.wav,0,0
LJ017-0074.wav,0,0
LJ017-0200.wav,0,0
LJ017-0244.wav,0,0
LJ017-0249.wav,0,0
LJ018-0001.wav,0,0
LJ018-0013.wav,0,0
LJ018-0035.wav,0,0
LJ018-0055.wav,0,0
LJ018-0084.wav,0,0
LJ018-0250.wav,0,0
LJ018-0267.wav,0,0
LJ018-0269.wav,0,0
LJ018-0272.wav,0,0
LJ018-0280.wav,0,0
LJ018-0318.wav,0,0
LJ018-0337.wav,0,0
LJ018-0379.wav,0,0
LJ019-0001.wav,0,0
LJ019-0009.wav,0,0
LJ019-0012.wav,0,0
LJ019-0066.wav,0,0
LJ019-0076.wav,0,0
LJ019-0138.wav,0,0
LJ019-0154.wav,0,0
LJ019-0180.wav,0,0
LJ019-0232.wav,0,0
LJ019-0237.wav,0,0
LJ019-0255.wav,0,0
LJ019-0281.wav,0,0
LJ019-0293.wav,0,0
LJ019-0311.wav,0,0
LJ019-0316.wav,0,0
LJ019-0328.wav,0,0
LJ019-0344.wav,0,0
LJ020-0062.wav,0,0
LJ020-0094.wav,0,0
LJ020-0098.wav,0,0
LJ021-0032.wav,0,0
LJ021-0133.wav,0,0
LJ021-0177.wav,0,0
LJ021-0183.wav,0,1
LJ022-0013.wav,0,0
LJ022-0078.wav,0,0
LJ022-0169.wav,0,0
LJ022-0176.wav,0,0
LJ022-0185.wav,0,0
LJ023-0012.wav,0,0
LJ023-0059.wav,0,0
LJ023-0097.wav,0,0
LJ023-0110.wav,0,0
LJ023-0116.wav,0,1
LJ024-0047.wav,0,0
LJ024-0078.wav,0,0
LJ024-0109.wav,0,0
LJ025-0012.wav,0,0
LJ025-0033.wav,0,0
LJ025-0051.wav,0,0
LJ025-0078.wav,0,0
LJ025-0120.wav,0,0
LJ026-0062.wav,0,0
LJ026-0063.wav,0,0
LJ026-0098.wav,0,0
LJ026-0108.wav,0,0
LJ026-0163.wav,0,0
LJ026-0164.wav,0,0
LJ027-0010.wav,0,0
LJ027-0018.wav,0,1
LJ027-0022.wav,0,1
LJ027-0111.wav,0,0
LJ027-0174.wav,0,0
LJ027-0176.wav,0,0
LJ028-0036.wav,0,0
LJ028-0048.wav,0,0
LJ028-0080.wav,0,0
LJ028-0090.wav,0,0
LJ028-0100.wav,0,0
LJ028-0136.wav,0,0
LJ028-0167.wav,0,0
LJ028-0181.wav,0,0
LJ028-0197.wav,0,0
LJ028-0210.wav,0,0
LJ028-0256.wav,0,0
LJ028-0338.wav,0,0
LJ028-0397.wav,0,0
LJ028-0427.wav,0,0
LJ028-0467.wav,0,0
LJ028-0472.wav,0,0
LJ029-0008.wav,0,0
LJ029-0018.wav,0,0
LJ029-0094.wav,0,0
LJ029-0095.wav,0,0
LJ029-0096.wav,0,0
LJ029-0194.wav,0,0
LJ029-0206.wav,0,0
LJ030-0007.wav,0,0
LJ030-0031.wav,0,0
LJ030-0034.wav,0,0
LJ030-0094.wav,0,0
LJ030-0102.wav,0,0
LJ030-0118.wav,0,0
LJ030-0145.wav,0,0
LJ030-0154.wav,0,0
LJ030-0173.wav,0,0
LJ030-0192.wav,0,0
LJ030-0205.wav,0,0
LJ030-0207.wav,0,0
LJ030-0234.wav,0,0
LJ030-0238.wav,0,0
LJ030-0249.wav,0,0
LJ031-0057.wav,0,0
LJ031-0100.wav,0,1
LJ031-0128.wav,0,0
LJ031-0146.wav,0,0
LJ031-0167.wav,0,0
LJ031-0169.wav,0,0
LJ031-0180.wav,0,0
LJ031-0184.wav,0,0
LJ032-0007.wav,0,0
LJ032-0008.wav,0,0
LJ032-0032.wav,0,0
LJ032-0069.wav,0,0
LJ032-0080.wav,0,0
LJ032-0100.wav,0,1
LJ032-0106.wav,0,0
LJ032-0167.wav,0,0
LJ032-0239.wav,0,0
LJ032-0247.wav,0,0
LJ033-0050.wav,0,0
LJ033-0130.wav,0,0
LJ033-0167.wav,0,0
LJ033-0201.wav,0,1
LJ033-0211.wav,0,0
LJ034-0057.wav,0,0
LJ034-0083.wav,0,0
LJ034-0097.wav,0,0
LJ034-0115.wav,0,0
LJ034-0122.wav,0,0
LJ034-0183.wav,0,0
LJ034-0188.wav,0,0
LJ034-0212.wav,0,0
LJ034-0213.wav,0,0
LJ035-0005.wav,0,0
LJ035-0010.wav,0,0
LJ035-0029.wav,0,1
LJ035-0040.wav,0,0
LJ035-0044.wav,0,0
LJ035-0049.wav,0,0
LJ035-0074.wav,0,0
LJ035-0171.wav,0,0
LJ035-0190.wav,0,0
LJ035-0199.wav,0,0
LJ035-0202.wav,0,0
LJ036-0008.wav,0,0
LJ036-0034.wav,0,0
LJ036-0036.wav,0,0
LJ036-0107.wav,0,0
LJ036-0139.wav,0,0
LJ036-0147.wav,0,0
LJ036-0177.wav,0,0
LJ036-0200.wav,0,0
LJ037-0016.wav,0,0
LJ037-0050.wav,0,0
LJ037-0059.wav,0,0
LJ037-0213.wav,0,0
LJ037-0247.wav,0,0
LJ037-0252.wav,0,0
LJ037-0267.wav,0,0
LJ038-0022.wav,0,0
LJ038-0031.wav,0,0
LJ038-0046.wav,0,0
LJ038-0097.wav,0,0
LJ038-0107.wav,0,0
LJ038-0133.wav,0,0
LJ038-0135.wav,0,1
LJ038-0168.wav,0,0
LJ038-0176.wav,0,0
LJ038-0188.wav,0,0
LJ038-0205.wav,0,0
LJ038-0232.wav,0,0
LJ038-0261.wav,0,0
LJ038-0288.wav,0,0
LJ038-0292.wav,0,0
LJ039-0003.wav,0,0
LJ039-0006.wav,0,0
LJ039-0036.wav,0,0
LJ039-0133.wav,0,0
LJ039-0145.wav,0,0
LJ039-0165.wav,0,0
LJ039-0176.wav,0,0
LJ039-0196.wav,0,0
LJ040-0013.wav,0,0
LJ040-0056.wav,0,0
LJ040-0100.wav,0,0
LJ040-0150.wav,0,0
LJ040-0156.wav,0,0
LJ040-0172.wav,0,0
LJ040-0182.wav,0,0
LJ040-0184.wav,0,0
LJ041-0003.wav,0,0
LJ041-0020.wav,0,0
LJ041-0027.wav,0,0
LJ041-0064.wav,0,0
LJ041-0075.wav,0,0
LJ041-0077.wav,0,0
LJ041-0079.wav,0,0
LJ041-0114.wav,0,0
LJ041-0154.wav,0,0
LJ041-0163.wav,0,0
LJ041-0198.wav,0,0
LJ042-0038.wav,0,0
LJ042-0067.wav,0,0
LJ042-0095.wav,0,0
LJ042-0100.wav,0,0
LJ042-0107.wav,0,0
LJ042-0108.wav,0,0
LJ042-0171.wav,0,0
LJ042-0181.wav,0,0
LJ042-0247.wav,0,0
LJ042-0251.wav,0,0
LJ043-0002.wav,0,0
LJ043-0015.wav,0,0
LJ043-0030.wav,0,0
LJ043-0046.wav,0,0
LJ043-0071.wav,0,0
LJ043-0082.wav,0,0
LJ043-0138.wav,0,0
LJ043-0144.wav,0,0
LJ043-0170.wav,0,0
LJ044-0011.wav,0,0
LJ044-0042.wav,0,0
LJ044-0066.wav,0,0
LJ044-0068.wav,0,0
LJ044-0070.wav,0,0
LJ044-0103.wav,0,0
LJ044-0129.wav,0,0
LJ044-0156.wav,0,0
LJ044-0176.wav,0,0
LJ045-0027.wav,0,0
LJ045-0058.wav,0,1
LJ045-0093.wav,0,0
LJ045-0097.wav,0,0
LJ045-0134.wav,0,0
LJ045-0168.wav,0,0
LJ045-0173.wav,0,0
LJ045-0197.wav,0,0
LJ045-0224.wav,0,0
LJ045-0237.wav,0,0
LJ046-0006.wav,0,0
LJ046-0048.wav,0,0
LJ046-0095.wav,0,0
LJ046-0124.wav,0,0
LJ046-0134.wav,0,1
LJ046-0155.wav,0,0
LJ046-0166.wav,0,1
LJ046-0180.wav,0,0
LJ046-0191.wav,0,0
LJ046-0192.wav,0,1
LJ046-0205.wav,0,0
LJ046-0229.wav,0,0
LJ046-0237.wav,0,1
LJ046-0247.wav,0,0
LJ046-0251.wav,0,0
LJ047-0025.wav,0,0
LJ047-0075.wav,0,0
LJ047-0080.wav,0,0
LJ047-0111.wav,0,0
LJ047-0131.wav,0,0
LJ047-0142.wav,0,0
LJ047-0155.wav,0,0
LJ047-0197.wav,0,0
LJ047-0209.wav,0,0
LJ047-0224.wav,0,0
LJ047-0229.wav,0,0
LJ047-0245.wav,0,0
LJ048-0060.wav,0,0
LJ048-0062.wav,0,0
LJ048-0074.wav,0,0
LJ048-0125.wav,0,0
LJ048-0146.wav,0,0
LJ048-0153.wav,0,0
LJ048-0173.wav,0,0
LJ048-0176.wav,0,0
LJ048-0181.wav,0,0
LJ048-0185.wav,0,0
LJ048-0197.wav,0,0
LJ048-0288.wav,0,0
LJ049-0025.wav,0,0
LJ049-0027.wav,0,0
LJ049-0036.wav,0,0
LJ049-0164.wav,0,0
LJ049-0228.wav,0,0
LJ050-0005.wav,0,0
LJ050-0030.wav,0,0
LJ050-0031.wav,0,0
LJ050-0058.wav,0,0
LJ050-0061.wav,0,0
LJ050-0066.wav,0,0
LJ050-0077.wav,0,0
LJ050-0091.wav,0,0
LJ050-0148.wav,0,0
LJ050-0203.wav,0,0
LJ050-0236.wav,0,0
